scene_id,im_id,obj_id,score,R,t,time
000057,000001,21,0.0,1.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 -1.0,0.0 0.0 0.0,0.14957284927368164
000048,000001,1,0.0,-0.5197141842463177 -0.8543401937713012 -0.0 -0.10032625238435482 0.06103069573053798 -0.9930810124361242 0.8484290245952782 -0.5161182882687475 -0.11743126814797993,0.0 0.0 0.0,0.13727712631225586
000048,000001,6,0.0,0.0 1.0 0.0 0.23551325483317864 0.0 -0.9718711369301397 -0.9718711369301397 0.0 -0.23551325483317864,0.0 0.0 0.0,0.14840030670166016
000048,000001,14,0.0,1.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 -1.0,0.0 0.0 0.0,0.14732146263122559
000048,000001,19,0.0,-0.8485239186188327 0.5291570272912762 0.0 -0.07404024013418956 -0.1187264109781154 -0.9901626544043798 -0.523951526739461 -0.8401766955852294 0.13992111285604047,0.0 0.0 0.0,0.17604565620422363
000048,000001,20,0.0,-0.1564322078930065 0.9876886980894938 0.0 -0.0 0.0 -1.0 -0.9876886980894938 -0.1564322078930065 0.0,0.0 0.0 0.0,0.1763904094696045
000049,000001,3,0.0,-0.9970707478180278 -0.0764847948653776 -0.0 -0.05534530137929388 0.7214921754264452 -0.6902071706478069 0.052790353861610184 -0.688185379787174 -0.7236118169200592,0.0 0.0 0.0,0.12734484672546387
000049,000001,6,0.0,-0.1061730367086713 -0.9943476687135435 -0.0 -0.6288849450274336 0.06715017941392092 -0.7745931702013129 0.7702149129911086 -0.08224090909407007 -0.6324598174409818,0.0 0.0 0.0,0.1349027156829834
000049,000001,9,0.0,-0.1615849453790269 -0.9868588072398488 -0.0 -0.5138666681795003 0.08413880172192305 -0.8537339804522824 0.8425148976492678 -0.1379505585996013 -0.5207094109204305,0.0 0.0 0.0,0.13551068305969238
000049,000001,13,0.0,-0.8910063843708181 0.45399077414683436 0.0 -0.0 0.0 -1.0 -0.45399077414683436 -0.8910063843708181 0.0,0.0 0.0 0.0,0.26259613037109375
000050,000620,2,0.0,-0.8757849223992652 0.389408523630776 -0.2852398489373677 -0.3547185953362298 -0.9199687814005713 -0.1668297316758612 -0.32737667574340884 -0.044927085060652905 0.9438252323429103,77.55164383736691 -54.74263460895446 2094.621626759829,0.3026697635650635
000050,000620,4,0.0,1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0,0.0 0.0 0.0,-0.05165743827819824
000050,000620,5,0.0,0.7023722050780747 0.7070078644013178 0.08254189971433024 0.33536118960914396 -0.22639822321111094 -0.9144816657707204 -0.6278583901149227 0.6699878537716484 -0.3961188177311925,99.30040682588138 -5.479197616843962 922.2310149576138,0.24903440475463867
000050,000620,10,0.0,0.7022353257727907 0.7119449046357328 0.0 -0.34249744777104013 0.3378264318569775 -0.8766805576771431 -0.6241482560314546 0.6156360570190803 0.48107296722107906,0.0 0.0 0.0,0.1998748779296875
000050,000620,15,0.0,0.1564322078930065 0.9876886980894938 0.0 0.0 0.0 -1.0 -0.9876886980894938 0.1564322078930065 0.0,0.0 0.0 0.0,0.1968095302581787
000051,000001,1,0.0,-0.8041959002159698 -0.5943643277282261 -0.0 -0.30058622736152735 0.4067037680902968 -0.8626934362458765 0.5127542042698336 -0.6937745245721609 -0.5057272338507012,0.0 0.0 0.0,0.14462518692016602
000051,000001,3,0.0,0.9969368183910116 -0.07821112540046485 0.0 -0.0733453448842184 -0.9349139831227841 -0.34721218951140753 0.027155856094446658 0.34614861551807957 -0.9377865937699762,0.0 0.0 0.0,0.13357782363891602
000051,000001,4,0.0,-0.5877807991769739 -0.8090202297340147 -0.0 -0.740290224705818 0.5378461055832269 -0.4033509017145816 0.32631903916855276 -0.23708191535854983 -0.9150453814352782,0.0 0.0 0.0,0.14729046821594238
000051,000001,12,0.0,0.9890309631982198 0.14770834043885783 0.0 0.03433594860054259 -0.2299079132283412 -0.9726064949755839 -0.14366209127289783 0.9619379385385464 -0.2324577508522991,0.0 0.0 0.0,0.20439815521240234
000051,000001,17,0.0,0.0 1.0 0.0 0.0 0.0 -1.0 -1.0 0.0 0.0,0.0 0.0 0.0,0.19164013862609863
000052,000001,5,0.0,0.44256250892545507 0.8967376571180706 0.0 0.24785487303876536 -0.1223225918870868 -0.9610437791406606 -0.8618041468944925 0.4253219460836916 -0.27639619131789295,0.0 0.0 0.0,0.20737075805664062
000052,000001,6,0.0,-0.3012538612897173 0.9535439743703674 0.0 0.4822304766653646 0.15235143531051878 -0.8626950837543472 -0.822617698832897 -0.2598902250966531 -0.5057244234423327,0.0 0.0 0.0,0.1426560878753662
000052,000001,11,0.0,1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0,6.8549448798547e-310 6.8546592716707e-310 1.88996908e-315,0.16618871688842773
000053,000001,4,0.0,0.33383699126934535 -0.9426308202367621 0.0 -0.8327366042608568 -0.2949174549761387 -0.46858664372183545 0.4417042123235052 0.15643155528909825 -0.8834175441576343,0.0 0.0 0.0,0.14990496635437012
000053,000001,9,0.0,0.1061730367086713 -0.9943476687135435 0.0 -0.6288849450274336 -0.06715017941392092 -0.7745931702013129 0.7702149129911086 0.08224090909407007 -0.6324598174409818,0.0 0.0 0.0,0.14414620399475098
000053,000001,13,0.0,-0.8910063843708181 0.45399077414683436 0.0 -0.0 0.0 -1.0 -0.45399077414683436 -0.8910063843708181 0.0,0.0 0.0 0.0,0.16126465797424316
000054,000001,2,0.0,-0.9957676772238149 0.09190610967878425 0.0 0.07324409016456984 0.7935718070153673 -0.6040522248666327 -0.05551609003030639 -0.6014956808773243 -0.7969447343659856,0.0 0.0 0.0,0.16632437705993652
000054,000001,3,0.0,-0.9969368234104186 -0.07821106141936679 -0.0 -0.07334528492812155 0.9349139883973913 -0.3472121879740043 0.027155833759187578 -0.346148615728185 -0.9377865943391944,0.0 0.0 0.0,0.14496493339538574
000054,000001,12,0.0,0.7071057679068431 -0.7071077944648001 0.0 0.0 0.0 -1.0 0.7071077944648 0.707105767906843 0.0,0.0 0.0 0.0,0.19553232192993164
000054,000001,15,0.0,0.1651435185945678 -0.9862695464558386 0.0 0.22926371346405675 0.038388507952583736 -0.9726070491960489 0.9592527132903387 0.16061975031411543 0.23245543197386181,0.0 0.0 0.0,0.16393184661865234
000054,000001,19,0.0,1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0,0.0 0.0 0.0,-0.022933006286621094
000055,000022,1,0.0,-0.5197141842463177 -0.8543401937713012 -0.0 -0.10032625238435482 0.06103069573053798 -0.9930810124361242 0.8484290245952782 -0.5161182882687475 -0.11743126814797993,0.0 0.0 0.0,0.13587093353271484
000055,000022,3,0.0,0.9973949940124628 -0.0721333897642363 0.0 -0.028500474309853266 -0.3940786714243971 -0.9186347063400641 0.06626423532338259 0.9162416574296887 -0.3951079299476341,0.0 0.0 0.0,0.1591193675994873
000055,000022,4,0.0,0.33383699126934535 -0.9426308202367621 0.0 -0.8327366042608568 -0.2949174549761387 -0.46858664372183545 0.4417042123235052 0.15643155528909825 -0.8834175441576343,0.0 0.0 0.0,0.15572118759155273
000055,000022,12,0.0,1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0,0.0 0.0 0.0,-0.023530960083007812
000055,000022,14,0.0,1.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 -1.0,0.0 0.0 0.0,0.14174437522888184
000055,000022,16,0.0,-0.8137818696632219 -0.5811704299148667 -0.0 0.2939136074242659 -0.41155150478701763 -0.8626935436633312 0.5013719776555979 -0.702044364908736 0.5057270506128816,0.0 0.0 0.0,0.18702125549316406
